objid,mjd,magpsf,sigmapsf,fid,ra,dec
OBJ_006,59031.92553650513,17.011202292557634,0.03,2,150.06,20.0
OBJ_006,59032.1153977665,16.98311347521654,0.03,2,150.06,20.0
OBJ_006,59033.39024756261,16.930881200586807,0.03,2,150.06,20.0
OBJ_006,59034.89599288433,16.9884257780579,0.03,2,150.06,20.0
OBJ_006,59036.19278892357,17.02380292128087,0.03,2,150.06,20.0
OBJ_006,59039.60891710124,17.001537114639877,0.03,1,150.06,20.0
OBJ_006,59041.08496644386,17.023111476047536,0.03,1,150.06,20.0
OBJ_006,59043.42838598015,17.0310730169526,0.03,2,150.06,20.0
OBJ_006,59044.303547245596,17.071718893022673,0.03,1,150.06,20.0
OBJ_006,59045.315252516004,17.137081324177032,0.03,1,150.06,20.0
OBJ_006,59047.04092094671,17.063479060010778,0.03,1,150.06,20.0
OBJ_006,59047.81653503518,16.956673690677015,0.03,2,150.06,20.0
OBJ_006,59049.09109612914,16.89404287063934,0.03,2,150.06,20.0
OBJ_006,59050.14237912428,17.02216700957099,0.03,2,150.06,20.0
OBJ_006,59050.815456117896,17.030459539767353,0.03,1,150.06,20.0
OBJ_006,59051.06350931287,16.968796452712727,0.03,1,150.06,20.0
OBJ_006,59051.15341614352,17.04049172486456,0.03,1,150.06,20.0
OBJ_006,59053.937635148104,16.988543138611018,0.03,2,150.06,20.0
OBJ_006,59054.72005985724,17.047023604643538,0.03,2,150.06,20.0
OBJ_006,59056.39963142038,17.010614209355865,0.03,2,150.06,20.0
OBJ_006,59056.617271058734,17.04676324754069,0.03,1,150.06,20.0
OBJ_006,59057.77159081902,16.939730358299183,0.03,2,150.06,20.0
OBJ_006,59059.07980485564,17.004966774249493,0.03,2,150.06,20.0
OBJ_006,59060.45243609247,17.019460317680828,0.03,2,150.06,20.0
OBJ_006,59061.25063487927,16.95564638174946,0.03,1,150.06,20.0
OBJ_006,59061.268474176744,17.12100703091579,0.03,1,150.06,20.0
OBJ_006,59061.29554404255,16.99985144739968,0.03,2,150.06,20.0
OBJ_006,59061.32370156507,17.096388704454874,0.03,2,150.06,20.0
OBJ_006,59063.54974000822,16.993673013448454,0.03,1,150.06,20.0
OBJ_006,59063.56117820252,17.015391560230405,0.03,1,150.06,20.0
OBJ_006,59064.06994677726,17.086085213589957,0.03,2,150.06,20.0
OBJ_006,59066.793017695476,17.042081460255847,0.03,1,150.06,20.0
OBJ_006,59069.085539590735,17.03649283551895,0.03,1,150.06,20.0
OBJ_006,59069.28112037298,17.040187290413268,0.03,1,150.06,20.0
OBJ_006,59069.45950492639,16.958582224192412,0.03,1,150.06,20.0
OBJ_006,59072.35926389531,17.00741244432255,0.03,1,150.06,20.0
OBJ_006,59073.28013574871,16.97906783531037,0.03,2,150.06,20.0
OBJ_006,59073.7718212403,17.036760800620172,0.03,1,150.06,20.0
OBJ_006,59074.128872151494,16.999690211484282,0.03,1,150.06,20.0
OBJ_006,59075.62534038646,17.024687161929467,0.03,2,150.06,20.0
OBJ_006,59076.98160442359,17.02302548984141,0.03,2,150.06,20.0
OBJ_006,59084.58277743288,17.025071598759205,0.03,1,150.06,20.0
OBJ_006,59086.779039654946,17.025152761908878,0.03,2,150.06,20.0
OBJ_007,59001.58381788296,18.331772850935153,0.03,2,150.07,20.0
OBJ_007,59004.75350513694,18.384390180914295,0.03,1,150.07,20.0
OBJ_007,59005.51283399823,18.33066917737853,0.03,2,150.07,20.0
OBJ_007,59007.63301662974,18.34203428929282,0.03,2,150.07,20.0
OBJ_007,59008.639508054905,18.364294670036134,0.03,1,150.07,20.0
OBJ_007,59009.63400680403,18.396446286010086,0.03,2,150.07,20.0
OBJ_007,59011.355497557706,18.376135211667183,0.03,2,150.07,20.0
OBJ_007,59011.68388834054,18.33364391284851,0.03,1,150.07,20.0
OBJ_007,59012.200889640706,18.325173937905966,0.03,2,150.07,20.0
OBJ_007,59012.74421040408,18.253602986314593,0.03,2,150.07,20.0
OBJ_007,59013.18501404186,18.32938629241234,0.03,2,150.07,20.0
OBJ_007,59013.29349190478,18.262924677209874,0.03,1,150.07,20.0
OBJ_007,59015.42215271663,18.263581193131376,0.03,1,150.07,20.0
OBJ_007,59018.086762699095,18.347308611580615,0.03,2,150.07,20.0
OBJ_007,59019.391533543945,18.309754306028378,0.03,1,150.07,20.0
OBJ_007,59021.95192576184,18.338393640008633,0.03,2,150.07,20.0
OBJ_007,59023.33312158766,18.283435009338262,0.03,1,150.07,20.0
OBJ_007,59024.13584187197,18.374843365580972,0.03,1,150.07,20.0
OBJ_007,59025.71349434216,18.321971774209974,0.03,2,150.07,20.0
OBJ_007,59028.09801358114,18.374169581558846,0.03,2,150.07,20.0
OBJ_007,59029.0248538712,18.348455189716255,0.03,2,150.07,20.0
OBJ_007,59030.316760605114,18.323045617137097,0.03,1,150.07,20.0
OBJ_007,59030.685847839566,18.290856794651628,0.03,2,150.07,20.0
OBJ_007,59032.19733256153,18.316358544089606,0.03,1,150.07,20.0
OBJ_007,59032.92830776265,18.356183689481494,0.03,2,150.07,20.0
OBJ_007,59034.870702001164,18.349666051914863,0.03,1,150.07,20.0
OBJ_007,59035.64949043023,18.255003932581978,0.03,1,150.07,20.0
OBJ_007,59035.74645388588,18.36606726784446,0.03,1,150.07,20.0
OBJ_007,59040.88691247858,18.304087768133407,0.03,1,150.07,20.0
OBJ_007,59041.139390323595,18.355546351257356,0.03,1,150.07,20.0
OBJ_007,59042.14552235427,18.279908752136635,0.03,1,150.07,20.0
OBJ_007,59042.23167587482,18.346675929589992,0.03,2,150.07,20.0
OBJ_007,59043.51729870807,18.274953571065854,0.03,2,150.07,20.0
OBJ_007,59044.512214802045,18.321251006790124,0.03,1,150.07,20.0
OBJ_007,59046.706674779336,18.29988167487118,0.03,2,150.07,20.0
OBJ_007,59049.92747303994,18.300504536864192,0.03,2,150.07,20.0
OBJ_007,59051.00104574177,18.28645380302762,0.03,2,150.07,20.0
OBJ_007,59054.01924182528,18.307104210394638,0.03,2,150.07,20.0
OBJ_007,59054.16423922117,18.22775143069879,0.03,2,150.07,20.0
OBJ_007,59061.71951006677,18.358613149877236,0.03,2,150.07,20.0
OBJ_007,59062.004581215755,18.362867494561584,0.03,2,150.07,20.0
OBJ_007,59066.9231682661,18.292644471564813,0.03,1,150.07,20.0
OBJ_007,59066.96283212476,18.245795433911766,0.03,2,150.07,20.0
OBJ_007,59067.94103045285,18.28244770171615,0.03,1,150.07,20.0
OBJ_007,59068.08322962522,18.36216388169206,0.03,2,150.07,20.0
OBJ_007,59069.10549217783,18.34605920387625,0.03,1,150.07,20.0
OBJ_007,59072.01733192042,18.299765487161224,0.03,1,150.07,20.0
OBJ_007,59072.0875155672,18.35964690421419,0.03,2,150.07,20.0
OBJ_007,59073.46220339797,18.262709127390536,0.03,2,150.07,20.0
OBJ_007,59074.21797820106,18.284151348652614,0.03,2,150.07,20.0
OBJ_007,59074.749708487594,18.338513527541338,0.03,2,150.07,20.0
OBJ_007,59074.87838388522,18.30998749872194,0.03,2,150.07,20.0
OBJ_007,59076.34815334169,18.285321880249402,0.03,2,150.07,20.0
OBJ_007,59076.67625320273,18.189176778681592,0.03,2,150.07,20.0
OBJ_007,59077.24416530924,18.348343981937763,0.03,2,150.07,20.0
OBJ_007,59077.31322363993,18.33096925587703,0.03,1,150.07,20.0
OBJ_007,59077.89275684646,18.22763704877959,0.03,2,150.07,20.0
OBJ_007,59077.98738652806,18.34479944951259,0.03,1,150.07,20.0
OBJ_007,59078.30827681683,18.314064977269233,0.03,2,150.07,20.0
OBJ_007,59085.351815246126,18.32872490407588,0.03,1,150.07,20.0
OBJ_008,59000.259410694845,17.77216712850454,0.03,1,150.08,20.0
OBJ_008,59000.65098983583,17.81359272206802,0.03,2,150.08,20.0
OBJ_008,59001.19235428852,17.747275352761637,0.03,1,150.08,20.0
OBJ_008,59002.29194808445,17.72971407598407,0.03,1,150.08,20.0
OBJ_008,59003.65600218688,17.816702508462757,0.03,1,150.08,20.0
OBJ_008,59003.81816197269,17.738162537931647,0.03,1,150.08,20.0
OBJ_008,59006.45247104041,17.737540969625062,0.03,2,150.08,20.0
OBJ_008,59006.767755963774,17.82149859035793,0.03,1,150.08,20.0
OBJ_008,59007.95309459826,17.71850342391524,0.03,2,150.08,20.0
OBJ_008,59009.49611787189,17.705644275312583,0.03,2,150.08,20.0
OBJ_008,59012.25676220007,17.80385959521747,0.03,1,150.08,20.0
OBJ_008,59013.646669801456,17.67861279416533,0.03,1,150.08,20.0
OBJ_008,59014.71206644729,17.739020592566572,0.03,2,150.08,20.0
OBJ_008,59017.22656585224,17.758324569799942,0.03,1,150.08,20.0
OBJ_008,59017.6823425313,17.709341525903117,0.03,2,150.08,20.0
OBJ_008,59019.37726262055,17.7207373493297,0.03,2,150.08,20.0
OBJ_008,59023.46676688283,17.809900521821717,0.03,1,150.08,20.0
OBJ_008,59024.264772630486,17.791229528706072,0.03,1,150.08,20.0
OBJ_008,59024.296622309805,17.729321301984953,0.03,2,150.08,20.0
OBJ_008,59027.458024460866,17.803081153701726,0.03,2,150.08,20.0
OBJ_008,59028.89363551081,17.852570797450504,0.03,1,150.08,20.0
OBJ_008,59029.14051879075,17.712485984903275,0.03,1,150.08,20.0
OBJ_008,59030.59550602743,17.779669665142073,0.03,1,150.08,20.0
OBJ_008,59031.250319216444,17.875439442776607,0.03,2,150.08,20.0
OBJ_008,59031.26747839848,17.807164869852393,0.03,2,150.08,20.0
OBJ_008,59031.68233774614,17.817276131605006,0.03,1,150.08,20.0
OBJ_008,59032.68766016473,17.766599241874964,0.03,1,150.08,20.0
OBJ_008,59037.51057243697,17.73670868759309,0.03,1,150.08,20.0
OBJ_008,59038.18072041809,17.833775460143837,0.03,2,150.08,20.0
OBJ_008,59039.43746684561,17.80929312260807,0.03,1,150.08,20.0
OBJ_008,59043.281629649966,17.77403071613821,0.03,1,150.08,20.0
OBJ_008,59044.29309272629,17.753340089158804,0.03,2,150.08,20.0
OBJ_008,59047.83162798054,17.689220613979014,0.03,2,150.08,20.0
OBJ_008,59048.60206751702,17.78440218685592,0.03,1,150.08,20.0
OBJ_008,59049.01168184496,17.742021237171784,0.03,1,150.08,20.0
OBJ_008,59050.68246972357,17.770014161980917,0.03,1,150.08,20.0
OBJ_008,59052.342273090035,17.810155644612642,0.03,1,150.08,20.0
OBJ_008,59053.51524655946,17.81760701068515,0.03,2,150.08,20.0
OBJ_008,59055.51208285685,17.812556923852267,0.03,2,150.08,20.0
OBJ_008,59056.087441421354,17.889360092010236,0.03,2,150.08,20.0
OBJ_008,59057.842850805864,17.83486280185898,0.03,1,150.08,20.0
OBJ_008,59059.17523446348,17.739302966611334,0.03,1,150.08,20.0
OBJ_008,59059.26884725557,17.735691779222602,0.03,1,150.08,20.0
OBJ_008,59062.558268259956,17.89301441162942,0.03,1,150.08,20.0
OBJ_008,59062.751623919656,17.743440567485326,0.03,2,150.08,20.0
OBJ_008,59062.87815413458,17.774400108273312,0.03,2,150.08,20.0
OBJ_008,59063.523877437794,17.86384982978779,0.03,2,150.08,20.0
OBJ_008,59065.470681873616,17.86237266912475,0.03,1,150.08,20.0
OBJ_008,59070.438674511395,17.773875273941837,0.03,2,150.08,20.0
OBJ_008,59070.52864821852,17.788704029476914,0.03,1,150.08,20.0
OBJ_008,59070.549284716944,17.694851410295936,0.03,2,150.08,20.0
OBJ_008,59071.498955341,17.731189440373868,0.03,2,150.08,20.0
OBJ_008,59074.48145284077,17.758343918894486,0.03,2,150.08,20.0
OBJ_008,59075.12293635262,17.776323866925537,0.03,2,150.08,20.0
OBJ_008,59075.85905714335,17.760440851597117,0.03,1,150.08,20.0
OBJ_008,59083.841217893576,17.784221574478757,0.03,2,150.08,20.0
OBJ_008,59086.34492409516,17.886241951094743,0.03,2,150.08,20.0
OBJ_008,59086.57413572115,17.799823918444922,0.03,1,150.08,20.0
OBJ_008,59087.84517002639,17.792042234787708,0.03,2,150.08,20.0
OBJ_008,59088.4670363521,17.77669819319454,0.03,1,150.08,20.0
OBJ_009,59003.220250342594,17.019670881727084,0.03,2,150.09,20.0
OBJ_009,59003.40638222716,16.986582041657083,0.03,2,150.09,20.0
OBJ_009,59007.08927342554,16.997750606887536,0.03,1,150.09,20.0
OBJ_009,59010.32440271565,17.045649367188457,0.03,1,150.09,20.0
OBJ_009,59013.20194087186,17.006456852181792,0.03,2,150.09,20.0
OBJ_009,59014.20938861524,17.002253758193923,0.03,2,150.09,20.0
OBJ_009,59016.45361505567,17.010489314305453,0.03,1,150.09,20.0
OBJ_009,59022.6456294212,16.91979702814185,0.03,1,150.09,20.0
OBJ_009,59023.900631363016,16.971302363621334,0.03,1,150.09,20.0
OBJ_009,59025.08724410135,16.912712542619804,0.03,2,150.09,20.0
OBJ_009,59029.98120895639,16.92802996482171,0.03,2,150.09,20.0
OBJ_009,59030.31183095353,16.968434795277417,0.03,2,150.09,20.0
OBJ_009,59030.56010386298,17.026120001260853,0.03,2,150.09,20.0
OBJ_009,59033.167885654184,17.075936321047067,0.03,2,150.09,20.0
OBJ_009,59036.567081434754,16.91876596220749,0.03,2,150.09,20.0
OBJ_009,59036.56838528111,16.981692141170043,0.03,2,150.09,20.0
OBJ_009,59037.41105292625,16.969480098541812,0.03,1,150.09,20.0
OBJ_009,59039.72227754822,16.999387401473264,0.03,1,150.09,20.0
OBJ_009,59043.260996700716,17.002146114467568,0.03,1,150.09,20.0
OBJ_009,59045.47061205464,16.991146678566913,0.03,1,150.09,20.0
OBJ_009,59045.72870265579,16.924666793229743,0.03,1,150.09,20.0
OBJ_009,59052.820287798204,16.99275939149976,0.03,2,150.09,20.0
OBJ_009,59053.0505083065,17.017641956006006,0.03,2,150.09,20.0
OBJ_009,59053.28210831917,16.947356078729793,0.03,1,150.09,20.0
OBJ_009,59058.45923371959,17.071933866531644,0.03,1,150.09,20.0
OBJ_009,59059.44464907574,16.96127996125477,0.03,1,150.09,20.0
OBJ_009,59059.99307423855,16.94133261046239,0.03,1,150.09,20.0
OBJ_009,59062.275407931025,16.987844572272515,0.03,1,150.09,20.0
OBJ_009,59063.65196332494,16.96014614614514,0.03,2,150.09,20.0
OBJ_009,59064.115178729575,16.904666979646844,0.03,2,150.09,20.0
OBJ_009,59064.705573488885,16.97171778102597,0.03,1,150.09,20.0
OBJ_009,59064.999799039426,17.05281074239704,0.03,2,150.09,20.0
OBJ_009,59066.86671574458,17.07315223622411,0.03,2,150.09,20.0
OBJ_009,59068.38012273104,16.944673547327582,0.03,1,150.09,20.0
OBJ_009,59069.42225915431,17.018289350534207,0.03,2,150.09,20.0
OBJ_009,59071.11420726346,16.97965209309477,0.03,1,150.09,20.0
OBJ_009,59073.15304924673,16.98721995183473,0.03,1,150.09,20.0
OBJ_009,59075.11841602753,17.036394181012806,0.03,1,150.09,20.0
OBJ_009,59076.25443027951,17.01562919676657,0.03,1,150.09,20.0
OBJ_009,59077.653741330454,16.98074164114019,0.03,2,150.09,20.0
OBJ_009,59078.3309416869,16.92658840606784,0.03,1,150.09,20.0
OBJ_009,59078.54827314558,16.916826578273824,0.03,2,150.09,20.0
OBJ_009,59080.07220415668,16.969824714829752,0.03,2,150.09,20.0
OBJ_009,59080.50418139121,16.989206286725462,0.03,1,150.09,20.0
OBJ_009,59081.05042664506,16.99818421496507,0.03,1,150.09,20.0
OBJ_009,59081.2593039657,17.0121240880209,0.03,2,150.09,20.0
OBJ_009,59081.284387299434,17.02200487679202,0.03,2,150.09,20.0
OBJ_009,59081.537115462386,16.852871785514388,0.03,2,150.09,20.0
OBJ_009,59082.698724461094,17.0181976370036,0.03,2,150.09,20.0
OBJ_009,59083.384453907114,16.92065323152309,0.03,2,150.09,20.0
OBJ_009,59083.644605491245,17.028729049089968,0.03,1,150.09,20.0
OBJ_009,59085.25504820123,16.989857836749234,0.03,2,150.09,20.0
OBJ_009,59085.26950746784,17.00455361124147,0.03,1,150.09,20.0
OBJ_009,59086.066628883986,16.945979332941913,0.03,2,150.09,20.0
OBJ_009,59086.861770975076,16.98715818642042,0.03,1,150.09,20.0
OBJ_009,59087.27055313237,16.879664991382604,0.03,1,150.09,20.0
OBJ_009,59087.34620074319,17.027787951187346,0.03,2,150.09,20.0
OBJ_009,59089.40853976234,16.95648368342008,0.03,2,150.09,20.0
OBJ_009,59089.65675580218,16.843571605610602,0.03,2,150.09,20.0
OBJ_009,59089.82607110597,17.02609979803508,0.03,2,150.09,20.0
OBJ_010,59000.26785232109,18.87690551724181,0.03,1,150.1,20.0
OBJ_010,59000.726129712355,18.858460649587958,0.03,1,150.1,20.0
OBJ_010,59001.939274515564,18.86212379716091,0.03,2,150.1,20.0
OBJ_010,59004.25861463505,19.012741576651955,0.03,2,150.1,20.0
OBJ_010,59006.63534538334,18.86708624153275,0.03,1,150.1,20.0
OBJ_010,59007.00156392877,18.908078514067896,0.03,1,150.1,20.0
OBJ_010,59008.42184274794,18.910533955240904,0.03,1,150.1,20.0
OBJ_010,59010.70369061126,18.9713608784556,0.03,1,150.1,20.0
OBJ_010,59013.4373575235,18.832891815250097,0.03,2,150.1,20.0
OBJ_010,59013.81396976071,18.917844459647476,0.03,2,150.1,20.0
OBJ_010,59014.731505535114,18.98052728753758,0.03,1,150.1,20.0
OBJ_010,59016.98487277404,18.975552858304678,0.03,2,150.1,20.0
OBJ_010,59017.30334121206,18.94027346991697,0.03,2,150.1,20.0
OBJ_010,59018.71877108431,18.90676091582615,0.03,1,150.1,20.0
OBJ_010,59018.88397982502,19.007692042526898,0.03,1,150.1,20.0
OBJ_010,59019.62149546547,18.836210511369195,0.03,2,150.1,20.0
OBJ_010,59020.03942920749,18.96885713395574,0.03,1,150.1,20.0
OBJ_010,59020.79271501508,18.94521676462744,0.03,1,150.1,20.0
OBJ_010,59022.183528417874,18.94935970441553,0.03,1,150.1,20.0
OBJ_010,59022.38720907321,18.933098311707205,0.03,2,150.1,20.0
OBJ_010,59023.608545845695,18.930066877567498,0.03,1,150.1,20.0
OBJ_010,59025.101316315304,18.966347269985256,0.03,1,150.1,20.0
OBJ_010,59026.63500739183,18.862155630762615,0.03,2,150.1,20.0
OBJ_010,59027.34324444923,18.85748027291789,0.03,1,150.1,20.0
OBJ_010,59029.15879529293,18.92793053196234,0.03,1,150.1,20.0
OBJ_010,59029.32975754518,18.92241540977926,0.03,1,150.1,20.0
OBJ_010,59030.26142917577,18.927990878312134,0.03,2,150.1,20.0
OBJ_010,59033.921316062006,18.999329519370406,0.03,2,150.1,20.0
OBJ_010,59035.38359243561,18.890842402517166,0.03,2,150.1,20.0
OBJ_010,59035.715838636745,18.957373808252186,0.03,1,150.1,20.0
OBJ_010,59036.55778646507,18.939030255382157,0.03,1,150.1,20.0
OBJ_010,59036.68944434651,19.03813599031217,0.03,2,150.1,20.0
OBJ_010,59039.79003476337,18.8496985376202,0.03,2,150.1,20.0
OBJ_010,59040.561316055326,18.89250751427856,0.03,2,150.1,20.0
OBJ_010,59041.29512478897,18.896968368493503,0.03,1,150.1,20.0
OBJ_010,59043.662987988,18.985838015025355,0.03,2,150.1,20.0
OBJ_010,59045.736196794176,18.878811941653353,0.03,1,150.1,20.0
OBJ_010,59046.171719925806,19.002705020170964,0.03,2,150.1,20.0
OBJ_010,59046.71861721115,18.999713285851882,0.03,2,150.1,20.0
OBJ_010,59054.437394129905,18.963088502739843,0.03,1,150.1,20.0
OBJ_010,59058.70092622662,18.941676672206498,0.03,1,150.1,20.0
OBJ_010,59059.728771673006,18.841998960748317,0.03,1,150.1,20.0
OBJ_010,59061.10014181716,18.928915345539064,0.03,2,150.1,20.0
OBJ_010,59061.23729881272,18.848274287258228,0.03,2,150.1,20.0
OBJ_010,59065.84681116842,18.901676550714573,0.03,1,150.1,20.0
OBJ_010,59067.77550756754,18.929962906859966,0.03,2,150.1,20.0
OBJ_010,59069.069874641384,18.904364301246687,0.03,2,150.1,20.0
OBJ_010,59069.76029810766,18.9673481513056,0.03,1,150.1,20.0
OBJ_010,59075.446504123036,18.913349062838662,0.03,1,150.1,20.0
OBJ_010,59080.30855615756,18.84237875918159,0.03,2,150.1,20.0
OBJ_010,59080.54424979524,18.86680500889361,0.03,2,150.1,20.0
OBJ_010,59081.561206502054,18.856112450689317,0.03,1,150.1,20.0
OBJ_010,59081.70382779393,18.90398635130685,0.03,2,150.1,20.0
OBJ_010,59082.318963709295,18.982187113046137,0.03,2,150.1,20.0
OBJ_010,59083.149597271935,18.94509517260248,0.03,2,150.1,20.0
OBJ_010,59086.237998193144,18.93678334377413,0.03,2,150.1,20.0
OBJ_010,59086.55341193696,18.855538800537513,0.03,1,150.1,20.0
OBJ_010,59088.310085170124,19.038266062844656,0.03,2,150.1,20.0
OBJ_010,59088.496062637234,18.918394712085725,0.03,2,150.1,20.0
OBJ_010,59088.533264744576,19.040653503686755,0.03,2,150.1,20.0
OBJ_011,59000.77725882488,17.126809456625143,0.03,1,150.11,20.0
OBJ_011,59000.82368722724,17.154003928123213,0.03,2,150.11,20.0
OBJ_011,59002.22274951787,17.138024510765707,0.03,1,150.11,20.0
OBJ_011,59002.652789482025,17.13575820226867,0.03,1,150.11,20.0
OBJ_011,59007.571111787176,17.202677913283576,0.03,2,150.11,20.0
OBJ_011,59007.71804832107,17.173435926757346,0.03,1,150.11,20.0
OBJ_011,59008.22820789496,16.973028757832456,0.03,1,150.11,20.0
OBJ_011,59011.24246029465,17.100512673325696,0.03,2,150.11,20.0
OBJ_011,59012.72468998534,17.039843255981232,0.03,2,150.11,20.0
OBJ_011,59013.90751975461,17.08421394230022,0.03,1,150.11,20.0
OBJ_011,59015.291540473765,17.157224458749234,0.03,2,150.11,20.0
OBJ_011,59015.480288290535,17.108611459303294,0.03,1,150.11,20.0
OBJ_011,59016.05655628998,17.097251302342,0.03,2,150.11,20.0
OBJ_011,59018.99991068484,17.184519341984156,0.03,2,150.11,20.0
OBJ_011,59020.15118755523,17.04348186842644,0.03,2,150.11,20.0
OBJ_011,59021.4136100143,17.113980048001096,0.03,1,150.11,20.0
OBJ_011,59024.27492363385,17.14610870844924,0.03,1,150.11,20.0
OBJ_011,59024.71881405316,17.119877500736013,0.03,2,150.11,20.0
OBJ_011,59027.814597486824,17.06050700494943,0.03,1,150.11,20.0
OBJ_011,59028.87904259981,17.117542387341445,0.03,1,150.11,20.0
OBJ_011,59030.08839940845,17.15904637427556,0.03,2,150.11,20.0
OBJ_011,59030.62943382835,17.13653326416872,0.03,1,150.11,20.0
OBJ_011,59031.38560832511,17.13455533679432,0.03,2,150.11,20.0
OBJ_011,59032.133883984,17.134043166983837,0.03,1,150.11,20.0
OBJ_011,59032.575649352715,17.12543035009763,0.03,2,150.11,20.0
OBJ_011,59034.31770994359,17.0566077253879,0.03,1,150.11,20.0
OBJ_011,59038.728687510826,17.103215656186993,0.03,2,150.11,20.0
OBJ_011,59040.3490347722,17.14021265015753,0.03,1,150.11,20.0
OBJ_011,59040.42202939755,16.96294530537954,0.03,1,150.11,20.0
OBJ_011,59042.09206199381,17.15652966379947,0.03,2,150.11,20.0
OBJ_011,59042.79659403176,17.13554198861335,0.03,1,150.11,20.0
OBJ_011,59044.05906532179,17.064461779961373,0.03,1,150.11,20.0
OBJ_011,59044.16261608946,17.081353260509868,0.03,2,150.11,20.0
OBJ_011,59047.17290994415,17.108478700690895,0.03,2,150.11,20.0
OBJ_011,59047.82277225129,17.13934251346576,0.03,1,150.11,20.0
OBJ_011,59050.296923765156,17.099969433163228,0.03,1,150.11,20.0
OBJ_011,59050.38046633759,17.177020920905257,0.03,1,150.11,20.0
OBJ_011,59052.0614435148,17.13932704613044,0.03,1,150.11,20.0
OBJ_011,59054.17985948942,17.079342195213044,0.03,1,150.11,20.0
OBJ_011,59054.54523337494,17.095111669556875,0.03,2,150.11,20.0
OBJ_011,59055.204986817815,17.130049746681863,0.03,2,150.11,20.0
OBJ_011,59059.46455348783,17.155089467087198,0.03,1,150.11,20.0
OBJ_011,59060.394236672815,17.152671539282586,0.03,1,150.11,20.0
OBJ_011,59062.21270877338,17.113791077923526,0.03,2,150.11,20.0
OBJ_011,59065.715482101536,17.12614551788419,0.03,1,150.11,20.0
OBJ_011,59066.1083156292,17.117415713437648,0.03,1,150.11,20.0
OBJ_011,59068.62314081846,17.159770261770312,0.03,2,150.11,20.0
OBJ_011,59069.101057725675,17.06935853969177,0.03,1,150.11,20.0
OBJ_011,59070.020665425356,17.14881290014649,0.03,1,150.11,20.0
OBJ_011,59072.167442137965,17.026050612353718,0.03,1,150.11,20.0
OBJ_011,59075.92705541377,17.141222413465538,0.03,1,150.11,20.0
OBJ_011,59076.579837464385,17.131481406290117,0.03,1,150.11,20.0
OBJ_011,59079.711111103854,17.118652057911536,0.03,2,150.11,20.0
OBJ_011,59080.141160512736,17.012040298990527,0.03,2,150.11,20.0
OBJ_011,59080.60504379291,17.197006969011976,0.03,1,150.11,20.0
OBJ_011,59082.3909914087,17.16359132276003,0.03,2,150.11,20.0
OBJ_011,59085.402361881504,17.11994318216135,0.03,2,150.11,20.0
OBJ_011,59085.47358341267,17.141606132043655,0.03,1,150.11,20.0
OBJ_011,59087.22006803559,17.07170165794814,0.03,1,150.11,20.0
OBJ_011,59089.57517782292,17.144284423179517,0.03,2,150.11,20.0
OBJ_012,59000.63791209822,17.919635836666448,0.03,1,150.12,20.0
OBJ_012,59002.745863774115,17.90038648040777,0.03,1,150.12,20.0
OBJ_012,59003.52188308066,17.842957782142715,0.03,2,150.12,20.0
OBJ_012,59004.06970334788,17.976068041563522,0.03,1,150.12,20.0
OBJ_012,59005.65435701422,17.85341226033188,0.03,2,150.12,20.0
OBJ_012,59008.515785666204,17.86206053677831,0.03,2,150.12,20.0
OBJ_012,59008.87569655599,17.93840538330706,0.03,2,150.12,20.0
OBJ_012,59008.89363112491,17.914585593677977,0.03,2,150.12,20.0
OBJ_012,59009.96671510299,17.865790001588675,0.03,1,150.12,20.0
OBJ_012,59011.94292188028,17.872714484861845,0.03,2,150.12,20.0
OBJ_012,59015.05022038471,17.897656979144028,0.03,1,150.12,20.0
OBJ_012,59015.83152048839,17.88378774468743,0.03,1,150.12,20.0
OBJ_012,59016.08683151608,17.937918169888377,0.03,2,150.12,20.0
OBJ_012,59016.20938718506,17.847380897773046,0.03,2,150.12,20.0
OBJ_012,59016.58709925996,17.9237578876434,0.03,1,150.12,20.0
OBJ_012,59016.72055453772,17.982118594579944,0.03,1,150.12,20.0
OBJ_012,59017.701237889516,17.915659963314077,0.03,1,150.12,20.0
OBJ_012,59018.13954668005,17.861177183278407,0.03,2,150.12,20.0
OBJ_012,59018.74371429357,17.869439929597128,0.03,2,150.12,20.0
OBJ_012,59024.54435425937,17.90777507748948,0.03,2,150.12,20.0
OBJ_012,59026.40296194493,17.874381149325064,0.03,2,150.12,20.0
OBJ_012,59026.70433281661,17.96732196728604,0.03,1,150.12,20.0
OBJ_012,59027.25856060111,17.813572668812736,0.03,1,150.12,20.0
OBJ_012,59029.24871217335,17.987539994587067,0.03,1,150.12,20.0
OBJ_012,59029.56612564134,17.804342363009823,0.03,1,150.12,20.0
OBJ_012,59029.74017929929,17.903541410021717,0.03,2,150.12,20.0
OBJ_012,59030.258544436765,17.851443243459336,0.03,2,150.12,20.0
OBJ_012,59031.704980106806,17.94660101562462,0.03,1,150.12,20.0
OBJ_012,59033.652654041936,17.866890169857022,0.03,1,150.12,20.0
OBJ_012,59034.118806337035,17.84893846129549,0.03,1,150.12,20.0
OBJ_012,59036.52384231839,17.88859060457843,0.03,1,150.12,20.0
OBJ_012,59038.70716482058,17.885041418497693,0.03,2,150.12,20.0
OBJ_012,59038.98934838433,17.80884034707161,0.03,1,150.12,20.0
OBJ_012,59039.14935908174,17.928317660874633,0.03,2,150.12,20.0
