objid,mjd,magpsf,sigmapsf,fid
P_008,59083.3683104446,17.254346228655145,0.03,1
P_008,59084.61955627005,17.311606770474338,0.03,1
P_008,59085.17690519211,17.283729349625478,0.03,2
P_009,59001.027528423794,18.55786932400355,0.03,1
P_009,59002.71824402459,18.61619954389547,0.03,2
P_009,59005.4563893896,18.596984209684454,0.03,1
P_009,59006.040336566424,18.72589025383271,0.03,2
P_009,59007.24921781178,18.498073960140008,0.03,1
P_009,59007.57706702277,18.64775595048373,0.03,2
P_009,59008.043152252045,18.528917618332976,0.03,2
P_009,59009.38814024989,18.563366105421974,0.03,2
P_009,59009.542620964756,18.58815278545331,0.03,1
P_009,59012.958248707815,18.752291178212882,0.03,2
P_009,59018.392441607924,18.554836602608816,0.03,2
P_009,59018.42078160925,18.498542662460565,0.03,2
P_009,59021.26656648497,18.657855048140043,0.03,2
P_009,59022.19517346316,18.551025062706476,0.03,2
P_009,59022.294477615316,18.580839350438445,0.03,2
P_009,59022.36515120107,18.591784776975768,0.03,1
P_009,59026.731006062735,18.597836307402027,0.03,1
P_009,59028.21472691249,18.584479936705137,0.03,2
P_009,59030.54752032829,18.606374689921683,0.03,2
P_009,59031.62862973061,18.61235484823477,0.03,2
P_009,59032.21923707973,18.63568300903388,0.03,2
P_009,59032.38492628002,18.571625211327998,0.03,2
P_009,59033.40372437892,18.555550360955237,0.03,1
P_009,59034.8417272997,18.53980935418963,0.03,2
P_009,59035.31701796707,18.62262231313144,0.03,2
P_009,59036.33805254618,18.590671960863176,0.03,2
P_009,59038.177853261324,18.620647096694373,0.03,2
P_009,59040.539693099316,18.619896680213774,0.03,2
P_009,59040.80488321932,18.67728071479071,0.03,1
P_009,59041.381630034746,18.603362122901334,0.03,1
P_009,59042.421088740826,18.630605433957484,0.03,2
P_009,59043.7252275259,18.53285737680824,0.03,1
P_009,59045.02831031838,18.538971784313485,0.03,1
P_009,59046.172422960066,18.577399980832762,0.03,1
P_009,59048.040145310224,18.532150984332258,0.03,1
P_009,59049.40111398612,18.627466529012537,0.03,1
P_009,59049.978587458514,18.526334228709267,0.03,2
P_009,59050.62763917049,18.596406019059767,0.03,1
P_009,59050.80853575886,18.470082087048002,0.03,2
P_009,59051.891023713324,18.537747881952715,0.03,1
P_009,59052.05873926485,18.576035101309532,0.03,1
P_009,59053.88639556407,18.58003488377972,0.03,2
P_009,59053.93837858669,18.50340458095467,0.03,1
P_009,59058.2939678999,18.598420322077605,0.03,2
P_009,59058.613048630825,18.641730069558147,0.03,1
P_009,59063.78226042244,18.62539888838486,0.03,1
P_009,59064.804956698215,18.560057714901085,0.03,1
P_009,59064.979497086904,18.563622026214553,0.03,1
P_009,59066.12028123025,18.53367185403801,0.03,2
P_009,59066.526369150386,18.62447626785358,0.03,2
P_009,59068.90992155887,18.66506981001058,0.03,2
P_009,59069.374888673556,18.566689094347954,0.03,1
P_009,59069.59108624599,18.508095964775592,0.03,2
P_009,59074.19947007829,18.602987080253225,0.03,1
P_009,59075.06672577183,18.628375339328308,0.03,2
P_009,59079.052894551474,18.456880675636725,0.03,2
P_009,59085.32920605263,18.59990467010459,0.03,1
P_009,59085.78444392333,18.701206217107025,0.03,2
P_009,59086.458031700546,18.634019248594466,0.03,1
P_009,59087.348217085615,18.620509808169103,0.03,1
P_010,59000.43436482938,17.623980529917706,0.03,2
P_010,59000.64688210425,17.612258795313338,0.03,2
P_010,59001.315577387606,17.565109344460083,0.03,2
P_010,59004.79582046125,17.65930500608669,0.03,2
P_010,59007.56027437603,17.6520029813637,0.03,1
P_010,59010.27207425379,17.68046784112792,0.03,2
P_010,59014.46581307606,17.685223422757726,0.03,1
P_010,59014.952011700574,17.548777623602504,0.03,2
P_010,59017.96845482014,17.68025157924369,0.03,2
P_010,59018.80616758792,17.68086274860529,0.03,1
P_010,59020.23332300591,17.589363855238386,0.03,2
P_010,59021.028174789935,17.667846245209763,0.03,2
P_010,59024.67185994509,17.689387573496035,0.03,2
P_010,59025.38122116292,17.589034239740993,0.03,2
P_010,59026.80153559652,17.54703804745509,0.03,2
P_010,59026.9110198542,17.597999188605762,0.03,1
P_010,59027.13483231801,17.75561136813688,0.03,2
P_010,59027.90088226284,17.62778903755628,0.03,1
P_010,59028.77489620167,17.55526554232904,0.03,1
P_010,59031.098301871636,17.603328651295914,0.03,2
P_010,59033.0851679026,17.566273404186433,0.03,1
P_010,59033.089387919856,17.59601198512543,0.03,1
P_010,59033.75258690567,17.620733220844105,0.03,2
P_010,59036.16921197776,17.48789616466917,0.03,2
P_010,59038.67266499733,17.633996053990234,0.03,1
P_010,59038.92609636822,17.686709496767836,0.03,1
P_010,59039.844398895446,17.606107574648938,0.03,1
P_010,59045.889427396476,17.596841268771016,0.03,2
P_010,59047.091639873695,17.670655537212006,0.03,1
P_010,59048.54834239251,17.55264408361329,0.03,2
P_010,59050.90502004098,17.553681505860833,0.03,1
P_010,59052.251245092964,17.546449211781436,0.03,2
P_010,59052.39698803664,17.60810711707298,0.03,1
P_010,59052.80768176988,17.635677363797125,0.03,1
P_010,59052.81303909728,17.61144736771327,0.03,2
P_010,59053.76724452933,17.643464826081168,0.03,2
P_010,59054.14385905183,17.657513374914387,0.03,1
P_010,59055.22862181062,17.64080527827984,0.03,1
P_010,59056.13750893971,17.5755433245892,0.03,2
P_010,59056.15204676495,17.602571630459448,0.03,2
P_010,59059.30983346229,17.678388374676786,0.03,2
P_010,59060.48055147331,17.56364168525508,0.03,1
P_010,59060.673896253444,17.603304829691968,0.03,2
P_010,59061.44624520089,17.59511232423302,0.03,1
P_010,59061.73196254978,17.606971581968214,0.03,1
P_010,59061.887066908,17.56219259032967,0.03,2
P_010,59065.03870155207,17.548509339786897,0.03,2
P_010,59065.152144073065,17.743774213903738,0.03,1
P_010,59066.72467324579,17.663271069170648,0.03,1
P_010,59070.215022544704,17.580345153167396,0.03,1
P_010,59072.60649752872,17.613027766094188,0.03,1
P_010,59076.444434390454,17.649811440680928,0.03,2
P_010,59081.71171242552,17.59879296597218,0.03,1
P_010,59081.841673669216,17.646802193213922,0.03,2
P_010,59083.39423717944,17.585211780250756,0.03,2
P_010,59083.952981968134,17.598049557425277,0.03,1
P_010,59083.955076483304,17.611737577124195,0.03,1
P_010,59086.363022755395,17.59310123937841,0.03,1
P_010,59088.422182603295,17.493334890385054,0.03,1
P_010,59089.12700964692,17.617033619117755,0.03,2
P_011,59000.84248404961,18.808301829627283,0.03,1
P_011,59001.29095572642,18.88030916679352,0.03,2
P_011,59002.255315212606,18.79660551997028,0.03,2
P_011,59003.19266238982,18.75409717204828,0.03,2
P_011,59003.35730442464,18.784942689242392,0.03,1
P_011,59007.487508169696,18.82797045371716,0.03,1
P_011,59009.811999127174,18.941232344507846,0.03,2
P_011,59010.608778217844,18.982665088622888,0.03,2
P_011,59011.87977612312,18.833499621638726,0.03,1
P_011,59013.31891572542,18.90476148402,0.03,1
P_011,59014.25154472202,18.92762911441824,0.03,2
P_011,59014.47437591117,18.921795664800147,0.03,2
P_011,59016.22727127793,18.851729281271613,0.03,1
P_011,59018.550114110774,18.79246460013649,0.03,1
P_011,59018.636298421065,18.833153347234965,0.03,1
P_011,59020.0883171792,18.76446944667374,0.03,2
P_011,59021.14188903473,18.869500349525147,0.03,2
P_011,59021.295569439,18.896443264828385,0.03,1
P_011,59021.378726619216,18.76291904161788,0.03,2
P_011,59024.16776980628,18.854977603980103,0.03,2
P_011,59026.77716340045,18.872186349452086,0.03,2
P_011,59026.844737745865,18.92003460959018,0.03,1
P_011,59028.76987894154,18.9264997209831,0.03,2
P_011,59029.771380221064,18.897632262237778,0.03,1
P_011,59030.137292935906,18.82323186182162,0.03,1
P_011,59032.2361531131,18.8391511821016,0.03,2
P_011,59033.66562577699,18.917783199798127,0.03,1
P_011,59035.91957038278,18.8272732378613,0.03,2
P_011,59037.86379061378,18.855456169541718,0.03,1
P_011,59038.46934541263,18.93560909199394,0.03,2
P_011,59038.765971490626,18.863962642115972,0.03,1
P_011,59039.17992530958,18.788842799187073,0.03,1
P_011,59040.039206023124,18.84278907829684,0.03,1
P_011,59040.72758251754,18.889534663414672,0.03,2
P_011,59041.22395585981,18.848052019085703,0.03,1
P_011,59041.25760019841,18.915634168929454,0.03,2
P_011,59041.51151750515,18.921669043100618,0.03,2
P_011,59044.01090367108,18.825027667994764,0.03,1
P_011,59044.77589247895,18.832385629939814,0.03,1
P_011,59047.56186355346,18.852353235387014,0.03,1
P_011,59048.20249662012,18.797480366962198,0.03,1
P_011,59048.972400879706,18.876459480841348,0.03,2
P_011,59052.19465160961,18.848557209012593,0.03,2
P_011,59053.4272161793,18.896828740350426,0.03,1
P_011,59053.981562188164,18.82756339391168,0.03,1
P_011,59054.20762207185,18.81358023119762,0.03,2
P_011,59056.68810831221,18.949457740099366,0.03,2
P_011,59056.8564661,18.813602258665398,0.03,2
P_011,59058.36305489426,18.828287428631253,0.03,1
P_011,59059.294131303155,18.820944185303432,0.03,2
P_011,59064.58897724453,18.842337378145295,0.03,1
P_011,59066.30286254494,18.81176625148991,0.03,2
P_011,59069.60192240352,18.85531925409217,0.03,2
P_011,59072.19634038465,18.82232474747034,0.03,1
P_011,59072.90121064833,18.836724809516703,0.03,2
P_011,59072.98149889874,18.87570946465329,0.03,1
P_011,59074.261996518275,18.89264760631464,0.03,2
P_011,59082.37131166012,18.880917052435503,0.03,2
P_011,59087.83480754097,18.820765241910753,0.03,2
P_011,59088.221895508075,18.87742678526254,0.03,2
P_012,59002.40215503782,18.867733883428613,0.03,1
P_012,59003.490118966474,18.78880708807489,0.03,2
P_012,59004.19622051503,18.908539776254973,0.03,1
P_012,59004.37351716778,18.874274296877335,0.03,2
P_012,59007.393808068584,18.794856503941066,0.03,1
P_012,59009.357951749655,18.874289602449245,0.03,1
P_012,59011.099270825514,18.82444088226116,0.03,1
P_012,59011.32387674205,18.952510059467542,0.03,2
P_012,59013.49286267325,18.886998791977497,0.03,1
P_012,59015.93462961435,18.82261493578806,0.03,2
P_012,59016.392037084916,18.87372791579916,0.03,1
P_012,59017.41888118689,18.86086748836756,0.03,1
P_012,59017.73762842323,18.922434802145556,0.03,1
P_012,59022.49948316727,18.880411470906868,0.03,2
P_012,59022.58139412053,18.888283492729492,0.03,1
P_012,59022.995524746984,18.80669619864573,0.03,1
P_012,59026.422505865834,18.902282587328923,0.03,1
P_012,59026.522386387114,18.96739646550579,0.03,1
P_012,59027.896182414726,18.89457309297656,0.03,2
P_012,59028.92683141146,18.860755313384136,0.03,1
P_012,59029.50667778254,18.870939707430146,0.03,1
P_012,59030.49052517579,18.815102685347103,0.03,2
P_012,59032.053757423135,18.872071090833277,0.03,2
P_012,59032.19626589699,18.80785285561301,0.03,1
P_012,59034.718794296525,18.86499234867045,0.03,2
P_012,59036.75322313101,18.84338783270065,0.03,1
P_012,59039.21389169886,18.82126017477512,0.03,2
P_012,59041.385415306024,18.89183691236671,0.03,2
P_012,59042.876506212975,18.788336269913806,0.03,2
P_012,59043.70220700812,18.86081428319272,0.03,2
P_012,59046.06982328472,18.79657858463641,0.03,2
P_012,59048.34694685648,18.95436733562002,0.03,2
P_012,59049.38311855817,18.961619896690998,0.03,1
P_012,59049.52490206275,18.90519470608887,0.03,2
P_012,59049.91011742122,18.95774046830258,0.03,1
P_012,59050.48642528207,18.89252769158236,0.03,1
P_012,59052.44997197298,18.88998071890588,0.03,2
P_012,59052.72506832217,18.841577359388356,0.03,1
P_012,59054.198953078485,18.818058131058358,0.03,1
P_012,59055.10882940422,18.869214559671263,0.03,1
P_012,59056.42926639155,18.83603754928468,0.03,2
P_012,59059.21892707206,18.84090585554447,0.03,2
P_012,59059.52650330125,18.899247503635024,0.03,2
P_012,59060.102788907956,18.85639990481289,0.03,2
P_012,59060.38034455654,18.78472252307758,0.03,1
P_012,59060.38632339198,18.851912759792445,0.03,2
P_012,59060.60568908673,18.824545094561635,0.03,1
P_012,59062.13192088304,18.84796437341982,0.03,1
P_012,59062.53021212132,18.807790100822135,0.03,1
P_012,59065.49600967342,18.922676007377042,0.03,2
P_012,59067.77399267802,18.957802719942553,0.03,2
P_012,59069.43878752578,18.807067165273537,0.03,2
P_012,59072.03152853572,18.89506951667836,0.03,1
P_012,59076.06207395277,18.892529816969706,0.03,2
P_012,59080.302252847694,18.80889852236329,0.03,2
P_012,59083.953708791545,18.86766853036236,0.03,1
P_012,59084.758015818246,18.93315961616062,0.03,1
P_012,59085.67978499666,18.904932280414965,0.03,1
P_012,59087.56898888002,18.943520196377623,0.03,1
P_012,59087.74344577362,18.80400463865579,0.03,2
P_013,59000.88213224043,17.48520183017587,0.03,1
P_013,59002.97775456816,17.45142241027991,0.03,2
P_013,59005.22132603995,17.50081179482091,0.03,1
P_013,59006.97122784032,17.51722752279875,0.03,1
P_013,59009.93426002131,17.528856469169686,0.03,2
P_013,59010.771287831674,17.517879373319165,0.03,1
P_013,59011.81259267576,17.48758120592517,0.03,2
P_013,59011.85390674192,17.527159399049527,0.03,1
P_013,59011.895922435455,17.45271227944235,0.03,1
P_013,59013.14384658991,17.493283492497447,0.03,1
P_013,59015.112923291905,17.53785551379283,0.03,2
P_013,59021.73081696168,17.511659950929953,0.03,1
P_013,59023.58636286292,17.43372843717853,0.03,2
P_013,59025.575532299335,17.439558820751067,0.03,1
P_013,59025.82196356351,17.416591653234523,0.03,2
P_013,59026.683068839746,17.58757765096976,0.03,2
P_013,59026.791663699056,17.41991421554042,0.03,2
P_013,59027.45676373475,17.490523089784496,0.03,2
P_013,59029.94027474871,17.589286982082815,0.03,1
P_013,59031.615295442156,17.55134038321609,0.03,1
P_013,59033.7579849857,17.563365343362634,0.03,1
P_013,59033.91729143887,17.472577075490754,0.03,1
P_013,59034.790485164776,17.534497453263352,0.03,2
P_013,59036.394717581265,17.6498338537795,0.03,2
P_013,59036.699710151144,17.49575328054053,0.03,1
P_013,59038.71959694138,17.5182650220046,0.03,2
P_013,59038.89847357052,17.481844890095534,0.03,1
P_013,59040.77389508835,17.496964309065223,0.03,1
P_013,59044.98574506809,17.516325964551772,0.03,2
P_013,59045.47902473257,17.566993473590202,0.03,1
P_013,59046.34357280081,17.452650954511324,0.03,2
P_013,59046.581499347296,17.426255279252814,0.03,1
P_013,59047.226590514896,17.498979515901677,0.03,2
P_013,59048.30573081641,17.507976179355865,0.03,1
P_013,59049.20339339115,17.568285883299733,0.03,2
P_013,59049.45723860904,17.533613044283943,0.03,1
P_013,59050.65845180678,17.466519339187546,0.03,2
P_013,59052.422522971305,17.526082583849682,0.03,1
P_013,59052.82940718711,17.5535568084096,0.03,2
P_013,59052.86334728216,17.512062786786043,0.03,2
P_013,59055.8165807703,17.480761813380763,0.03,2
P_013,59056.745036344924,17.531584669456176,0.03,1
P_013,59061.80162495402,17.480000307232206,0.03,1
P_013,59063.7225385681,17.40437322220984,0.03,1
P_013,59064.09052179746,17.564263663042645,0.03,2
P_013,59069.527561019175,17.433206965354863,0.03,1
P_013,59069.82510591161,17.4809289609771,0.03,2
P_013,59072.34360921021,17.481833087283654,0.03,1
P_013,59076.00194625298,17.48084064384093,0.03,2
P_013,59077.772011344015,17.483334516160205,0.03,1
P_013,59078.44184503594,17.425526152604746,0.03,1
P_013,59079.29979150023,17.523793560693818,0.03,1
P_013,59079.69252603424,17.498840927407077,0.03,1
P_013,59080.833881046594,17.499401838393165,0.03,2
P_013,59081.120549400875,17.55100010781303,0.03,1
P_013,59082.045686591446,17.5523591687026,0.03,2
P_013,59085.27000477852,17.564300916009255,0.03,2
P_013,59085.759641786244,17.58986641958495,0.03,2
P_013,59086.496366210966,17.519988387549922,0.03,2
P_013,59087.662700273075,17.420413877834076,0.03,2
P_014,59002.44098850721,16.11101053615355,0.03,1
P_014,59005.032600272476,16.143046982833308,0.03,2
P_014,59006.369920786856,16.130237741752893,0.03,1
P_014,59006.566614889605,16.101551084177597,0.03,1
P_014,59008.37236013466,16.033951416982315,0.03,2
P_014,59008.556763602865,16.05257690484339,0.03,2
P_014,59008.80364957859,16.13680133666055,0.03,1
P_014,59009.36625393882,16.05596558441254,0.03,1
P_014,59009.555862062116,16.14238712463615,0.03,2
P_014,59010.030155832785,16.154772269060285,0.03,1
P_014,59010.172518778025,16.037965094525745,0.03,1
P_014,59010.499321967574,16.11310462696817,0.03,2
P_014,59010.85195772373,16.08547023649742,0.03,2
P_014,59010.864404271786,16.19245907625181,0.03,2
P_014,59012.1704826941,16.13297619186682,0.03,1
P_014,59012.22676740685,16.06555092408979,0.03,2
P_014,59012.721847902714,16.111439317175577,0.03,2
P_014,59013.09714151074,16.045189707042773,0.03,2
P_014,59016.20934709169,16.083499767752045,0.03,2
P_014,59016.29782491743,16.101323364805733,0.03,1
P_014,59017.57470825419,16.098542459949208,0.03,2
P_014,59021.3858311116,16.106462320389983,0.03,1
P_014,59023.617404190045,16.045726877471505,0.03,2
P_014,59026.135456882985,15.998409905760143,0.03,2
P_014,59031.741085372225,16.072928154609656,0.03,2
P_014,59032.65951637364,16.04645603499939,0.03,2
P_014,59034.10462312172,16.05606468718765,0.03,2
P_014,59036.96669980338,16.197940694927176,0.03,2
P_014,59037.91402222955,16.149218293221274,0.03,2
P_014,59039.53794460231,16.082351336006187,0.03,1
P_014,59041.85621096471,16.01940212045617,0.03,1
P_014,59043.24907848316,16.026164104633658,0.03,2
P_014,59045.68578825103,16.10913369769009,0.03,1
P_014,59046.3012896118,16.14454133473488,0.03,2
P_014,59047.18571233116,16.076648147359954,0.03,2
P_014,59048.44935580106,16.097828877346295,0.03,1
P_014,59048.661595225145,16.103814180533345,0.03,2
P_014,59049.77341575639,16.144383553490588,0.03,2
P_014,59050.615839040984,15.997050326433564,0.03,2
P_014,59051.223178545624,16.09887150813365,0.03,2
P_014,59052.44817661382,16.111350440908215,0.03,2
P_014,59052.674556766295,16.13857849879594,0.03,2
P_014,59059.23280805683,16.110880793576655,0.03,1
P_014,59060.77723940487,16.036039049286998,0.03,2
P_014,59062.25531969334,16.062046215187976,0.03,1
P_014,59062.50282344616,16.014864764254774,0.03,2
P_014,59066.08050281031,16.10073401774165,0.03,2
P_014,59066.67940648541,16.10069189564328,0.03,1
P_014,59070.02740237737,16.11666547490287,0.03,1
P_014,59071.100822913875,16.042580294579786,0.03,2
P_014,59071.542603746224,16.03406235980288,0.03,1
P_014,59072.261253836405,16.16735382176701,0.03,2
P_014,59074.774507027025,16.100182998958275,0.03,1
P_014,59074.82906118462,16.17837406499829,0.03,1
P_014,59081.695847333845,16.113046101351408,0.03,2
P_014,59082.3161313122,16.017988536180315,0.03,1
P_014,59082.858947293535,16.131344733055478,0.03,1
P_014,59082.95022230771,16.152830410431143,0.03,1
P_014,59086.49099239433,16.068537722128497,0.03,2
P_014,59087.73350217682,15.994840961447549,0.03,2
P_015,59000.92242571465,16.84854324509919,0.03,2
P_015,59001.43222692632,16.82962992528449,0.03,1
P_015,59003.270620260635,16.82065402623258,0.03,2
P_015,59008.19614838,16.75796489058568,0.03,2
P_015,59008.491859722766,16.82503103147157,0.03,2
P_015,59009.75552870469,16.727931579858122,0.03,1
P_015,59011.768568052474,16.77703484433465,0.03,2
P_015,59014.399375878245,16.69869423662394,0.03,1
P_015,59018.172731336184,16.698137705492947,0.03,1
P_015,59018.4775691784,16.805510105639417,0.03,1
P_015,59019.343375982025,16.77925696549527,0.03,1
P_015,59020.94218240576,16.787595020535502,0.03,2
P_015,59021.02544361309,16.812954799310663,0.03,1
P_015,59022.85405137088,16.800856484863097,0.03,1
P_015,59024.49539160914,16.739038082898116,0.03,2
P_015,59024.58358468166,16.787028889611257,0.03,2
P_015,59025.85758824786,16.780003790076936,0.03,2
P_015,59026.01005109211,16.757358780033176,0.03,2
P_015,59029.093901774635,16.777129878485194,0.03,1
P_015,59031.050749689086,16.76508649926841,0.03,2
P_015,59031.70488879589,16.750901858591114,0.03,1
P_015,59032.7503581892,16.766644272048374,0.03,1
P_015,59032.774606827,16.795106414103035,0.03,2
P_015,59033.64758546763,16.886518567265995,0.03,1
P_015,59034.41974070286,16.742508178073294,0.03,2
P_015,59035.69628340554,16.809453168444666,0.03,1
P_015,59036.845429862464,16.710290862789446,0.03,1
P_015,59039.40476381973,16.862858541598335,0.03,1
P_015,59039.65008527832,16.766688534056385,0.03,1
P_015,59040.742086911334,16.790301083396663,0.03,2
P_015,59041.294735211064,16.847228259595877,0.03,1
P_015,59041.63203016511,16.83274115762023,0.03,1
P_015,59041.750982038095,16.708764331443746,0.03,2
P_015,59042.04690922911,16.81111694396707,0.03,2
P_015,59042.73618510001,16.771987686619465,0.03,2
P_015,59042.964133947266,16.81431347790049,0.03,2
P_015,59044.909041959276,16.790976519858315,0.03,1
P_015,59045.40593310955,16.820159264137544,0.03,1
P_015,59052.00304822897,16.797955082398747,0.03,2
P_015,59054.30198593393,16.776364583891937,0.03,2
P_015,59054.70541117566,16.842206249917012,0.03,1
P_015,59055.365700323,16.706154971480792,0.03,1
P_015,59055.83294620366,16.761704296552733,0.03,2
P_015,59057.74787922871,16.73557734990536,0.03,2
P_015,59059.624118631415,16.776163723348866,0.03,1
P_015,59062.55928731091,16.761860163953425,0.03,1
P_015,59062.930244678755,16.77595490070554,0.03,1
P_015,59066.00776800125,16.758835390555586,0.03,2
P_015,59066.52488794526,16.759877400113087,0.03,2
P_015,59067.8626851398,16.701154719976508,0.03,2
P_015,59067.94648565605,16.781473825499855,0.03,1
P_015,59072.450963110525,16.798772545949404,0.03,2
P_015,59072.543992703686,16.753539659486954,0.03,1
P_015,59072.63044840207,16.750510422388672,0.03,1
P_015,59074.10111825203,16.75112847701107,0.03,1
P_015,59078.86606784101,16.867309345648987,0.03,1
P_015,59084.83996590401,16.792758190600775,0.03,2
P_015,59085.711983675246,16.802744282475604,0.03,2
P_015,59087.644314215795,16.76833701454463,0.03,1
P_015,59088.50454849812,16.758360046635204,0.03,2
P_016,59001.723703404954,17.310405565789537,0.03,2
P_016,59004.05073142114,17.2847119385647,0.03,1
P_016,59004.23951979335,17.28050027613312,0.03,2
P_016,59004.358703208636,17.30739166337745,0.03,2
P_016,59006.08356906953,17.296049736096343,0.03,1
P_016,59006.55139021312,17.336956214228504,0.03,2
P_016,59007.97537708064,17.358569175259635,0.03,1
P_016,59009.83312860591,17.243759276320098,0.03,1
P_016,59011.11348733323,17.36854532678359,0.03,2
P_016,59013.1497162305,17.207059546028198,0.03,2
P_016,59015.862607510586,17.330750021397012,0.03,1
P_016,59021.92730761788,17.353892097656,0.03,2
P_016,59022.18216723837,17.285841747533183,0.03,2
P_016,59024.47796731024,17.30692241538405,0.03,2
P_016,59026.38037716114,17.27928879933431,0.03,1
P_016,59027.35429406379,17.363114946435537,0.03,2
P_016,59028.65198271753,17.159769019210547,0.03,1
P_016,59029.04801432176,17.269817101987947,0.03,1
P_016,59029.91864523222,17.22152776747044,0.03,2
P_016,59030.9516492013,17.327797229077312,0.03,1
P_016,59031.62615899645,17.38333832656475,0.03,2
P_016,59032.06719240914,17.37795626236514,0.03,1
P_016,59033.32441138822,17.35178495017502,0.03,2
P_016,59034.32119090279,17.330788718005316,0.03,1
P_016,59034.33318988646,17.280074313806757,0.03,1
P_016,59034.343150584915,17.379298044710797,0.03,1
P_016,59034.65256191182,17.349543105226456,0.03,2
P_016,59035.63317768662,17.276162110962066,0.03,2
P_016,59036.23537598016,17.254399165060406,0.03,1
P_016,59036.32400983369,17.286943603089593,0.03,1
P_016,59039.7019058412,17.372468049086226,0.03,2
P_016,59040.97587085129,17.38092041538695,0.03,1
P_016,59042.14245756914,17.399167174478258,0.03,2
P_016,59043.00066743457,17.27960627320895,0.03,2
P_016,59043.26112279933,17.300384573851602,0.03,1
P_016,59044.909630223214,17.387512605121923,0.03,2
P_016,59047.39894991023,17.329380156542694,0.03,2
P_016,59051.289910898646,17.35658845862054,0.03,1
P_016,59051.45392212271,17.252330034008033,0.03,2
P_016,59052.42270709137,17.299907798421813,0.03,1
P_016,59054.04392420115,17.31758794967518,0.03,2
P_016,59054.16636324078,17.3006815902654,0.03,2
P_016,59056.45296670899,17.297690865313346,0.03,2
P_016,59056.68061741555,17.236760396728496,0.03,1
P_016,59060.45894778411,17.399932607298055,0.03,2
P_016,59064.60307448761,17.325826663709417,0.03,1
P_016,59068.81537636586,17.24571210923985,0.03,1
P_016,59073.6999074159,17.372415078907178,0.03,2
P_016,59075.37648812607,17.321999098452945,0.03,2
P_016,59076.5780523552,17.35456850169693,0.03,2
P_016,59076.69145042884,17.309169291522196,0.03,1
P_016,59077.07321911066,17.279729131516476,0.03,2
P_016,59079.21918721967,17.281009895150085,0.03,1
P_016,59079.75032667411,17.33617896333388,0.03,1
P_016,59080.67653711934,17.35778697972133,0.03,2
P_016,59080.78705311274,17.343583572975717,0.03,2
P_016,59081.78067539194,17.35141773421644,0.03,2
P_016,59082.49875656464,17.379373191707682,0.03,1
P_016,59084.80847168496,17.33365881623966,0.03,2
P_016,59089.51282729983,17.36958307040335,0.03,2
P_017,59000.83457744589,16.435131259394222,0.03,1
P_017,59003.23682747498,16.462402149021393,0.03,2
P_017,59003.70156027481,16.40827187537533,0.03,1
P_017,59004.452214241996,16.42924955641282,0.03,1
P_017,59006.819641548616,16.36805838994753,0.03,1
P_017,59007.73036306452,16.42579530129183,0.03,2
P_017,59010.94531044669,16.343534639018998,0.03,2
P_017,59011.82778246788,16.43695735567712,0.03,1
P_017,59011.85183167354,16.416365568591765,0.03,2
P_017,59015.63866379923,16.543560156394435,0.03,2
P_017,59017.05365803095,16.503061930641376,0.03,1
P_017,59017.426197568304,16.431253810058312,0.03,1
P_017,59017.788013096346,16.48601359166268,0.03,2
P_017,59018.126170246614,16.45269904593951,0.03,1
P_017,59018.64071126317,16.38107367056466,0.03,1
P_017,59019.615004129664,16.3171667153824,0.03,1
P_017,59022.42004651569,16.493574539100916,0.03,1
P_017,59022.76373183322,16.45753723662981,0.03,2
P_017,59022.94749401292,16.340283139732936,0.03,2
P_017,59023.70252543614,16.469712549432433,0.03,1
P_017,59030.25622369256,16.483449161010576,0.03,2
P_017,59032.18770824159,16.403584188036334,0.03,2
P_017,59033.00713174427,16.47713610647735,0.03,1
P_017,59033.03095314002,16.351649492201492,0.03,1
P_017,59033.10153846426,16.426601084064238,0.03,1
P_017,59036.46516563313,16.439249398610098,0.03,2
P_017,59040.83562624816,16.476528780392705,0.03,2
P_017,59044.05720061539,16.457308881117918,0.03,2
P_017,59045.32655011248,16.44847090297569,0.03,1
P_017,59046.352451500694,16.465091497423646,0.03,1
P_017,59048.12646032463,16.404600665100148,0.03,2
P_017,59049.22892168629,16.511142028646997,0.03,2
P_017,59049.39100822762,16.42020362598619,0.03,2
P_017,59049.5111675976,16.476868958798743,0.03,2
P_017,59049.704725369724,16.43696804177783,0.03,2
P_017,59050.15821497708,16.42482850359096,0.03,1
P_017,59051.146343558365,16.466376056268196,0.03,2
P_017,59051.23411605477,16.45939378637159,0.03,1
P_017,59053.61489429851,16.504207699724013,0.03,1
P_017,59056.40830808718,16.490746257684947,0.03,2
P_017,59060.56914363007,16.40868827294683,0.03,1
P_017,59065.55129742387,16.46210096884132,0.03,2
P_017,59066.772724108894,16.442162266200967,0.03,1
P_017,59068.90011156953,16.397284755082108,0.03,1
P_017,59069.61242462533,16.382042926712376,0.03,2
P_017,59070.019505840384,16.449763418867615,0.03,2
P_017,59070.91433373052,16.41028075868543,0.03,1
P_017,59071.82389936108,16.36769028792864,0.03,2
P_017,59072.19844428033,16.432255758285244,0.03,1
P_017,59072.788948904694,16.448020871653068,0.03,2
P_017,59072.962408837215,16.44192368203902,0.03,2
P_017,59074.95661226716,16.37671399028319,0.03,2
P_017,59077.8437676021,16.407930215546305,0.03,1
P_017,59078.19465288825,16.50529995095713,0.03,2
